cgpa,projects,internships,certifications,backlogs,placement
8.498418561538287,3,2,1,3,Yes
7.332269613706627,1,2,1,1,Yes
8.215995505767463,1,0,4,12,No
7.965722156420966,0,0,3,3,No
6.343765458477647,2,1,3,7,No
6.050955006204352,2,2,2,4,No
5.705261910927179,3,0,0,8,No
8.441575868180296,1,2,0,11,No
5.06918103588834,3,0,0,4,No
9.990884073052761,0,2,3,1,Yes
5.395929721475088,5,0,2,8,No
5.280717468144507,4,0,1,5,No
8.27731465700868,4,2,2,11,No
7.937506710306283,3,1,3,13,No
7.980813795285381,0,1,4,5,No
6.42875184823569,2,0,1,4,No
6.411029999418669,0,0,0,0,No
5.397844264967122,2,1,2,9,No
7.5652540087596165,2,0,4,2,Yes
7.4040794018431555,4,0,1,8,No
9.269193836243389,0,2,1,12,No
5.2876191765486285,5,1,0,11,No
6.379271345592334,0,2,4,5,No
7.773755874744275,2,0,2,1,Yes
6.552450936269535,2,0,3,13,No
5.232308698494873,5,0,2,12,No
5.9786357643096375,0,1,0,11,No
6.765189340949185,1,0,1,0,Yes
9.819860828337298,3,2,2,2,Yes
9.381816406576403,1,1,2,10,No
8.741333003703675,0,1,1,12,No
9.73927161983145,2,0,3,1,Yes
9.076601170401851,2,2,4,1,Yes
7.930810748203032,5,0,2,0,Yes
8.149792545297695,1,2,0,11,No
8.584720996178135,1,0,3,1,Yes
8.71837257832556,1,1,0,9,No
6.983991930281376,5,2,1,8,No
5.043110974979383,3,0,4,7,No
7.003479178470233,2,2,1,5,No
8.102366464981733,1,0,3,12,No
7.627486555353515,3,0,3,9,No
5.5280319871982115,5,2,2,7,No
9.35522691229456,0,2,4,3,No
7.094292603666897,0,0,4,6,No
5.844828184361327,5,0,2,0,Yes
6.186816356479121,0,1,3,0,Yes
7.631379944312583,4,1,3,13,No
8.01331175894176,0,0,0,9,No
5.1425863942820795,5,1,3,0,Yes
8.70672790263358,3,2,0,5,No
8.145902461908307,1,1,4,3,Yes
7.705053257545527,2,0,4,1,Yes
8.375426248216696,5,1,4,7,No
8.59607222196582,0,1,1,11,No
5.678926253739481,1,1,0,2,Yes
9.525319739449754,3,2,4,9,No
6.152976152645719,4,1,3,5,No
5.025414653272021,1,2,3,0,Yes
5.852059783329333,0,1,4,5,No
7.071937197840112,1,2,3,4,Yes
9.34666095925624,4,0,0,1,Yes
5.030830019303217,0,1,1,11,No
6.057719683636115,4,0,2,13,No
6.791963247302078,1,1,4,2,Yes
9.97046716408272,5,2,4,7,No
5.223788084762825,2,2,4,2,Yes
9.696076998412565,2,0,4,2,Yes
5.991927704224699,5,2,0,11,No
7.750689397499208,3,2,1,10,No
8.043632840322712,5,1,0,1,Yes
8.049923205860233,3,2,4,1,Yes
6.368104771813254,0,1,1,0,Yes
7.307114451351225,0,2,2,9,No
5.422140616153205,5,1,0,10,No
9.97995319759994,0,0,1,10,No
8.771937017807582,5,2,1,8,No
9.466966080194315,2,2,1,2,Yes
9.689676691007861,1,1,4,9,No
8.91533156477933,1,1,2,5,No
8.007859270404781,4,1,1,8,No
8.66123733503083,1,2,4,2,Yes
9.528238917149382,3,2,3,4,Yes
5.806085437034173,5,2,2,8,No
7.5664908784153315,1,1,3,7,No
7.106826610135157,2,1,3,7,No
8.708370636709498,3,2,2,12,No
5.12475708626013,4,1,2,0,Yes
9.011576836902886,5,0,1,10,No
9.967376483489975,5,0,2,9,No
6.143670240132391,5,0,3,2,Yes
5.698584883935486,4,0,1,4,No
7.09876287871042,3,0,2,11,No
5.505354635204579,1,1,0,9,No
7.939890533137344,4,2,1,2,Yes
9.227417198330116,1,2,2,10,No
7.864374621066962,5,1,4,5,No
9.101154977034916,3,1,3,8,No
6.280439851963786,0,2,3,4,No
9.39768948690887,3,0,1,2,Yes
6.566209509316888,0,2,3,5,Yes
9.45437473903948,3,0,1,3,Yes
6.593649852802304,0,2,4,5,No
5.3641023331943405,2,1,3,1,Yes
5.819244866011719,5,1,3,10,No
6.225921102181304,1,1,1,0,Yes
5.974179622614645,5,0,4,9,No
7.836477596116087,3,2,3,0,Yes
6.353639505619404,2,1,3,7,No
9.538173659877556,4,0,0,7,No
7.478851849868654,1,1,3,8,No
7.242739648609357,3,1,1,0,Yes
6.647039311613056,5,1,2,3,Yes
5.309387317193059,5,1,0,2,Yes
5.615529028658947,4,1,0,13,No
6.639861350123501,5,0,2,5,Yes
9.326343970002725,3,1,4,4,Yes
7.75163629954096,5,0,0,6,No
8.109700998473553,2,1,1,4,Yes
7.687767463168482,4,1,2,12,No
5.739980421244211,4,2,0,3,Yes
9.896011614906705,3,0,2,10,No
5.2718955151617,2,2,0,7,No
5.8538104829947315,5,2,3,10,No
9.278658322187194,1,0,4,5,Yes
6.352272753063746,0,0,3,10,No
9.62152479044175,5,0,2,1,Yes
5.639928095524045,3,2,1,6,No
8.669300266428012,2,0,3,7,No
6.035236927773266,3,0,0,6,No
5.6568571791484725,5,1,2,9,No
7.462826606363931,3,2,1,6,No
6.660422249241922,2,2,4,3,Yes
9.25255185246942,5,2,2,6,No
6.414512786552849,4,2,1,9,No
8.979759451660767,2,2,0,10,No
9.783885982834454,4,0,1,6,No
6.915724079054089,0,1,2,7,No
9.71209564403684,4,2,1,7,No
9.941506532835405,5,0,0,9,No
7.965256949505161,5,0,0,6,No
8.036987780631666,5,0,1,10,No
5.819785827569097,0,1,2,8,No
9.766288124533702,0,1,4,7,No
5.12739264782126,2,1,1,10,No
5.659654352249443,0,0,4,9,No
6.5345794881279025,2,1,4,2,Yes
6.701074196450958,5,1,3,5,No
9.670371536627263,2,2,3,4,No
8.558331785611896,1,1,0,5,No
9.310529087785346,0,0,1,5,No
7.2005384853265495,5,2,4,5,Yes
8.360017652688056,4,1,0,0,Yes
8.10831941204713,0,2,0,4,No
8.57227399770685,0,1,2,7,No
8.112408190309267,4,0,4,11,No
9.189519597234309,5,2,2,9,No
7.257774214237689,1,2,0,5,No
6.137378959861328,5,1,1,2,Yes
8.58837697864389,4,0,3,0,Yes
6.1603233885051285,1,0,3,6,No
6.00753646728655,1,1,2,1,Yes
6.745307759789524,0,1,1,9,No
5.682525625012583,5,2,3,9,No
7.917001207471293,2,0,1,0,Yes
6.633051087862472,4,1,2,4,No
7.50571187022049,5,2,3,6,No
7.836025114297467,2,0,2,13,No
8.375058758051654,3,1,0,9,No
7.214351192334246,3,0,4,2,Yes
6.937000181005078,0,2,0,3,No
7.7270529183268435,3,2,2,8,No
8.814432386947153,2,2,1,2,Yes
8.254445236864605,3,1,1,12,No
8.48627275121868,4,1,2,7,No
7.093298855743397,3,2,0,2,Yes
8.040019708027554,5,2,2,4,No
7.0150210138063755,4,1,4,11,No
8.56885725643275,0,1,2,6,No
9.753816471330303,5,0,4,6,No
9.288253532894185,1,0,1,13,No
8.637865219645422,1,1,3,0,Yes
7.453820344408694,5,0,1,9,No
7.897073146879265,0,0,4,1,Yes
9.522458844032682,1,1,2,6,No
7.480374613850649,2,1,3,9,No
6.767873188976833,5,0,0,4,Yes
8.032837064484706,4,0,4,0,Yes
9.361988564220582,5,2,4,9,No
8.21258471813585,4,0,2,6,No
6.7758009255186735,3,0,3,3,Yes
6.004805916470381,1,1,2,12,No
6.356222784952443,0,0,4,8,No
6.380989094256423,2,1,4,13,No
7.5088149493942336,2,2,2,13,No
7.524169138779669,4,2,0,2,Yes
6.325518594902912,2,2,3,12,No
6.708863167122393,3,2,4,10,No
7.448465745067274,2,2,3,5,No
7.685164788472275,1,2,4,10,No
7.357012755222037,2,0,0,2,Yes
9.377381484054867,4,0,2,7,No
8.40761741236761,2,2,0,2,Yes
9.687057664850336,2,2,3,1,Yes
6.899631214004041,5,1,4,11,No
5.67941543429096,1,0,4,6,No
7.929160093579394,4,1,0,8,No
5.19966878555316,5,0,2,3,No
5.426231172369506,5,2,4,1,Yes
6.3668105630832414,5,0,0,0,Yes
7.758301858702739,0,2,3,3,Yes
7.267262899572646,2,2,3,4,Yes
7.616566236068571,2,0,4,1,Yes
7.193459541441568,4,0,4,1,Yes
5.751100122528628,1,1,0,9,No
5.706288457783772,3,1,1,4,Yes
7.2284018889108514,1,1,1,4,Yes
5.442159509153431,1,1,4,6,No
5.606325785509638,0,0,2,0,Yes
5.791871644365015,0,1,1,8,No
8.240427581210161,5,1,3,13,No
9.27850622400998,4,0,1,13,No
7.8401257913197355,4,1,3,10,No
8.23417463245725,2,1,3,0,Yes
7.320019890907247,4,1,0,12,No
7.253649086025806,3,2,3,9,No
8.887896446507359,3,0,4,3,Yes
7.522696801812278,0,2,4,2,Yes
8.536202991054124,3,1,4,8,No
5.754728168301074,5,2,2,8,No
9.27068168903877,0,0,1,3,No
8.542730423510864,4,1,1,1,Yes
8.577087889575488,0,0,4,6,No
8.006390222482803,1,2,2,6,No
9.22883622577755,4,1,3,0,Yes
8.07538072587618,4,2,0,2,Yes
5.334750872489494,1,0,1,8,No
9.777380986112169,2,2,4,4,Yes
6.443493764879265,3,1,1,11,No
8.507450515338364,1,2,4,11,No
9.815077853156359,5,1,0,7,No
5.5350650327983,1,1,3,0,Yes
8.886831896125276,1,2,0,5,No
7.439851895960027,0,2,0,6,No
6.258237612228285,1,0,0,6,No
9.341218313524557,4,2,3,9,No
7.247555687123507,2,1,3,5,No
5.518052574821528,1,2,2,7,No
6.144904834027248,3,1,4,13,No
8.125239496612265,2,0,4,8,No
8.288748803614915,3,2,0,9,No
9.597890867526258,4,0,2,7,No
6.154566515298283,1,2,1,7,No
7.8912153305915576,4,0,1,12,No
8.500334830014356,1,1,4,2,Yes
9.783647922735483,4,2,3,10,No
8.280006047057359,4,1,4,0,Yes
7.340955398243072,5,2,1,10,No
5.621520891558537,1,0,4,1,Yes
9.783924255036187,1,2,3,8,No
6.415344103606977,5,0,1,7,No
5.691715912829208,3,0,3,1,Yes
6.4926957533199054,0,1,4,8,No
8.6720646560073,1,2,4,10,No
6.931897222880763,5,1,3,6,No
7.469334318480107,5,1,4,10,No
9.700100579025722,4,0,3,0,Yes
7.995112243667446,2,0,1,8,No
8.874439827423995,5,1,1,5,Yes
6.177444567294295,5,1,1,4,No
7.597854260179897,0,2,2,10,No
7.047116247435532,2,0,3,4,No
8.887201763037357,0,1,1,4,No
5.535551204041685,1,0,0,5,No
5.9460595172689725,3,1,2,4,No
6.2544969066193286,2,2,1,13,No
8.7326513839757,5,1,1,7,No
6.305141492949894,0,0,0,4,No
7.200953532853253,2,2,1,8,No
5.159431255067438,2,2,2,5,No
7.514547475729806,4,0,4,2,Yes
9.094546590911005,5,1,4,10,No
6.251095784203839,5,2,4,10,No
5.427940939687571,2,2,4,6,No
7.186970130415572,5,2,1,6,No
5.449272138966238,3,1,2,0,Yes
8.61127136056463,2,2,4,4,No
6.664559524259097,4,1,4,6,No
8.493191365273269,2,2,4,6,No
6.986791720416521,4,1,0,13,No
8.317300513993256,3,0,4,1,Yes
7.806993936048773,2,0,1,2,Yes
9.810871920450417,3,0,0,12,No
5.829246030829637,0,0,2,12,No
6.739412568604104,4,2,3,10,No
7.139202115838993,1,2,0,7,No
9.50277900148566,4,2,4,2,Yes
8.279480484113648,3,2,2,8,No
9.498937763696205,3,0,0,1,Yes
7.727537586884553,3,2,1,9,No
6.851368423283564,3,1,4,8,No
9.475996862156194,0,0,2,5,No
7.5849190168820915,3,0,4,4,Yes
8.805814737114684,1,1,3,3,Yes
7.541463187212836,4,1,1,5,No
7.784275822521285,4,1,1,7,No
6.218956687863379,5,2,2,9,No
9.047458481405215,4,1,3,10,No
5.223332730562783,0,0,4,1,Yes
7.778521873193895,5,2,1,0,Yes
7.705187566519021,5,2,4,5,Yes
9.181962229418696,0,0,1,13,No
7.04529848383362,0,2,1,7,No
7.468275306062054,4,1,3,7,No
7.726293619579269,1,0,1,4,No
9.600703849234987,2,1,0,1,Yes
7.674389358544226,1,2,3,9,No
8.175067217319693,3,1,4,1,Yes
9.053246914118855,4,2,4,12,No
6.916968821413555,1,0,2,1,Yes
7.326492433666019,4,2,1,9,No
8.071311940756592,0,1,0,2,No
7.364411216298505,1,2,0,4,No
8.3451989936614,2,2,4,8,No
8.871823043511395,3,2,2,9,No
6.076774675114168,1,2,2,5,No
9.814594231370823,3,2,1,6,No
8.349752060103015,3,2,1,12,No
8.50646486884611,5,0,2,2,Yes
9.063724013323853,0,0,2,8,No
8.979256125719779,3,0,0,4,No
5.063681433669081,0,0,1,10,No
6.736049121050174,5,2,3,1,Yes
5.337729687305666,0,0,1,9,No
9.976816899098038,0,2,3,5,No
9.241375026505008,5,0,0,13,No
7.907575765036427,5,2,1,9,No
9.639285686869407,1,2,3,1,Yes
9.534752703425882,4,1,2,8,No
7.398250193617837,4,0,0,8,No
6.894341566810884,3,0,4,6,No
5.451035562565524,3,2,4,2,Yes
7.047776163858583,0,1,2,8,No
6.886836051806744,0,1,2,12,No
5.116244606959251,3,2,3,0,Yes
9.712898389052857,1,1,3,12,No
6.188633834405364,4,0,0,2,Yes
9.363439634716144,1,0,4,6,No
9.33531492959543,3,1,2,0,Yes
7.471444133896146,5,1,0,7,No
9.533517226192512,3,0,4,9,No
7.143287489368465,5,0,0,2,Yes
7.579318980931766,2,2,4,3,Yes
9.68417208422068,5,0,0,8,No
8.08900298019024,1,1,2,7,No
5.195197099459871,2,1,1,6,No
8.482821922493663,3,1,3,5,Yes
5.289137220034565,2,0,1,3,No
5.207212673538601,3,2,1,0,Yes
7.612592009538302,5,2,0,12,No
7.7064086221173245,3,2,0,8,No
7.985381507189926,4,1,1,11,No
7.319577785232644,2,2,4,1,Yes
9.726915722530148,0,2,2,10,No
8.127150741105273,0,2,4,12,No
8.245785787748842,2,0,2,11,No
5.370030958364495,4,1,1,5,Yes
8.424977979048858,3,1,0,1,Yes
8.022089707151483,1,0,2,5,No
8.323493668032379,3,0,2,13,No
5.234837215161439,1,0,0,9,No
5.720833480345048,4,0,2,1,Yes
8.343405587740797,0,0,4,4,No
5.971282262346913,3,1,3,4,No
5.2789414007856035,2,1,4,10,No
5.826573191303022,2,0,1,13,No
8.921075228898014,1,2,2,5,No
9.275176651168106,3,2,4,6,Yes
5.051805170439419,4,2,0,10,No
6.123587793727596,1,1,4,9,No
6.6259149075006025,3,0,2,7,No
7.564254806697657,1,1,0,8,No
7.94177312457557,3,0,2,6,No
7.090711344610133,4,0,2,12,No
6.551898284242294,4,0,0,1,Yes
9.687641385014143,2,2,3,13,No
8.168108816594547,2,2,2,12,No
5.297489216468907,1,2,2,11,No
8.20652374646156,5,0,2,2,Yes
6.178709754680901,4,1,0,13,No
8.044881463323664,3,2,4,10,No
6.372007969404873,1,0,0,2,No
5.158006011839945,3,0,2,12,No
7.860695231437076,3,2,4,5,No
5.819574421876906,5,0,2,12,No
7.478257298523978,4,0,4,9,No
5.584772091653001,5,2,4,11,No
5.636614531482632,4,2,2,6,No
7.715926344105684,4,2,4,6,Yes
7.256733045576646,0,1,2,13,No
6.758643767828138,3,1,0,10,No
9.431510308037428,4,2,3,9,No
8.21508428658084,2,1,2,12,No
7.701860823450217,3,2,3,3,Yes
9.266008625972457,1,2,1,10,No
5.662625255744288,3,1,2,7,No
5.2038863142934115,2,1,0,10,No
7.438678979680133,4,1,3,9,No
5.568088105425459,1,2,2,4,No
8.773719788243795,3,1,4,13,No
8.444574228006328,2,2,1,5,No
8.649920703424321,5,0,3,4,Yes
9.525137194017645,5,1,2,4,Yes
8.699605208301492,4,2,1,9,No
7.578514022242664,2,1,3,1,Yes
8.5822476545221,2,0,3,4,Yes
5.152642337841371,4,2,2,4,No
9.349639260995563,0,2,3,13,No
6.7548192854522515,4,2,1,12,No
6.733318830057774,1,1,4,8,No
9.280168388728928,0,2,2,12,No
5.589062745783392,2,1,2,8,No
7.89084034076539,2,2,3,0,Yes
5.604227084495027,5,1,0,12,No
6.049597440895955,5,0,2,6,No
9.479181873299794,0,2,1,2,Yes
5.949695257682287,1,0,4,2,No
5.6630029716017525,5,2,4,10,No
9.156887439887461,2,0,3,8,No
9.602534065027442,0,1,0,12,No
5.988390436985328,1,0,2,13,No
8.170391035125494,3,1,1,4,Yes
6.592329436848319,0,2,0,13,No
8.31974485427006,3,0,3,10,No
5.0339088775228875,2,2,2,11,No
6.024774197773972,5,0,0,0,Yes
7.531785418032076,1,0,2,0,Yes
9.994090382799275,1,0,2,0,Yes
6.169106763225198,5,2,0,5,No
6.002802432410027,2,2,0,9,No
8.169502465270792,3,0,3,12,No
9.994064782091616,5,1,1,13,No
6.697728808315434,4,1,3,4,Yes
9.680553869599134,4,1,0,7,No
9.215472241016247,5,2,1,9,No
7.162009847675163,1,1,0,3,Yes
9.708177562216456,0,1,3,7,No
9.64906642592249,0,2,4,1,Yes
9.463501153172157,4,2,4,2,Yes
6.423958271721697,4,1,3,7,No
7.521921999181629,5,2,1,5,Yes
9.725213082669033,0,0,0,0,Yes
5.650979339511754,4,0,3,7,No
5.117310157358423,1,0,3,0,Yes
7.9185617093289276,3,0,2,2,Yes
9.613379838503548,5,0,1,7,No
5.267137502055586,4,0,2,7,No
7.9015789321864744,0,0,2,11,No
6.839489199064136,5,1,1,2,Yes
6.227315530948853,1,2,4,5,No
6.77764802548557,5,2,3,12,No
7.042076915959856,2,0,2,0,Yes
8.282825569601975,2,1,2,3,Yes
5.16674783004545,2,2,3,2,Yes
7.238115766850114,3,0,3,3,Yes
6.066518779509014,4,2,4,6,No
7.095453209165856,4,0,4,5,No
7.796078436752299,2,0,4,8,No
6.961713518696084,5,0,1,3,Yes
5.771012675078799,4,1,4,10,No
7.648628112846188,0,2,4,11,No
7.714883666213248,4,0,1,6,No
6.073302693639334,3,0,2,4,No
8.91957024679121,3,0,2,2,Yes
9.976114078131301,4,2,0,13,No
9.449318599831109,5,2,0,8,No
8.498242154283151,3,2,3,2,Yes
9.676162495077726,2,2,1,13,No
9.27446793408112,3,1,4,1,Yes
5.068920719834419,0,0,4,4,No
7.8442346361631055,3,1,4,9,No
9.712540628169334,4,2,1,5,No
9.72564039283543,0,0,1,13,No
9.508893152735645,1,0,0,3,No
8.51763602399903,4,0,4,13,No
5.101723156102601,5,0,1,4,No
9.678654480567333,4,2,4,8,No
8.289806509381814,5,1,4,12,No
5.993313096132564,2,0,3,3,Yes
9.63171039136325,5,1,2,5,No
7.709334137424966,1,0,0,2,Yes
5.742130857965554,4,0,4,0,Yes
7.927836324284989,5,2,2,6,No
6.62319665137661,2,1,4,11,No
8.164786174363599,5,2,4,7,No
7.972432113637142,1,1,4,13,No
9.298274939849623,3,0,2,10,No
5.6604337829732065,3,0,1,6,No
7.1699311615442465,0,0,0,12,No
8.367491435723682,3,1,4,13,No
9.64160792740731,1,2,4,7,No
7.36491931603495,4,0,2,13,No
8.71305640721635,3,1,1,4,Yes
9.70307996604313,0,1,1,8,No
9.402964226282425,3,0,1,0,Yes
8.200027073042994,1,2,4,12,No
5.0752932023601645,4,1,2,0,Yes
9.708632057345607,5,0,0,0,Yes
9.41237357589625,2,0,1,1,Yes
7.238264525014509,1,0,0,12,No
9.18014033973471,3,0,0,7,No
8.856685363934869,5,1,3,3,Yes
7.845880737658475,0,1,3,10,No
5.883568678386517,1,1,0,12,No
7.636889685509022,3,0,0,9,No
5.836779131891789,1,1,0,9,No
9.02327801790315,2,0,1,9,No
6.978269067262524,2,0,4,1,Yes
6.368390120851469,1,2,2,12,No
7.503866421778448,5,2,1,9,No
6.9173273358177045,5,0,3,7,No
8.294218307379415,2,0,2,3,Yes
8.818960525912683,3,2,2,4,Yes
8.24163747963594,0,1,3,5,No
6.908363614195971,2,0,1,10,No
9.07404461826658,2,2,4,9,No
8.461139852128941,4,0,3,9,No
6.704800597509164,2,1,1,3,Yes
9.539543137633789,5,2,1,1,Yes
5.230429751906748,1,1,3,7,No
8.623099924510676,0,1,0,7,No
7.666353584920224,4,1,4,7,No
8.24280247152594,4,1,2,3,Yes
7.995116770251833,2,0,4,4,No
9.243955915708518,4,1,4,4,Yes
6.214163444575375,5,0,2,5,No
9.81364704141999,4,1,0,8,No
6.116903332436401,3,2,3,2,Yes
6.090481559568598,2,0,0,1,No
9.148381332342247,3,0,2,3,Yes
8.110337940774363,2,2,1,10,No
5.588590338585398,3,2,2,5,No
7.526709502836136,3,2,2,11,No
8.230919521521455,5,2,3,12,No
6.677837654835393,4,2,4,13,No
5.215912926818961,4,1,1,8,No
7.425107143425468,0,0,3,13,No
6.193295094002496,4,2,3,12,No
8.069639484134273,0,2,0,3,Yes
7.032691682447227,0,1,0,0,Yes
8.134402848016887,0,1,0,5,Yes
9.099978517831016,3,0,1,13,No
6.285323456008651,3,2,1,13,No
9.309569993093957,3,0,0,9,No
9.213857214582724,1,1,3,0,Yes
6.873783278467552,5,1,4,9,No
5.46185153739501,2,2,0,7,No
5.201034566990649,0,0,2,10,No
9.292292286691811,5,0,4,1,Yes
7.341806610052339,5,1,4,11,No
7.989222201204627,4,2,4,6,No
8.020409812213734,1,2,3,7,No
6.83283360025243,2,2,1,11,No
5.425987085237194,0,0,4,3,No
7.276804828137064,2,2,2,8,No
5.061076209378607,2,0,2,13,No
8.384962504246111,1,2,3,13,No
9.855487246708678,1,2,3,13,No
5.9552330509641775,0,1,3,2,Yes
6.26456917444032,1,1,1,8,No
6.89537402207344,1,0,4,6,No
9.447475589863574,4,0,4,11,No
6.0844403074349245,1,0,1,3,No
7.415723411664679,4,1,2,9,No
8.407438060179576,1,0,4,10,No
7.105572796930447,2,1,4,7,No
8.271330890749791,3,2,4,1,Yes
8.495090691849832,3,2,3,4,Yes
5.354878453890325,0,2,4,5,No
5.036974941491805,2,2,4,1,Yes
8.733397027070183,0,2,1,9,No
9.173477234985697,5,0,2,4,Yes
5.616058672444645,2,0,4,1,Yes
5.160941189868513,2,1,0,13,No
7.481979383996322,3,2,1,4,No
5.680070000731804,0,0,1,7,No
6.61839630215148,5,0,4,0,Yes
7.33525557023855,4,0,2,3,Yes
9.251501379865523,5,0,2,9,No
6.967542951700109,0,1,2,13,No
6.15764400779862,0,2,3,5,No
7.733243415384974,3,1,1,2,Yes
6.345814523029766,4,2,4,8,No
5.8646289249367,1,2,2,12,No
8.04449668304715,2,1,0,7,No
9.650361764316152,4,2,3,2,Yes
9.446857375493572,5,1,2,0,Yes
9.541755366103622,1,0,1,1,Yes
9.411637581602546,1,0,3,5,No
6.515626702566658,3,2,4,7,No
5.823452957163359,3,2,2,11,No
6.097791041152986,5,0,3,3,Yes
9.401567023787344,5,0,1,1,Yes
6.7903774152208225,0,0,3,10,No
8.793124325858717,0,1,2,8,No
5.026575377609131,1,0,3,3,Yes
7.1767720195151545,2,0,2,6,No
8.401770362801367,1,2,0,10,No
6.403647038536963,0,1,2,12,No
8.85725951205984,2,1,1,0,Yes
9.640914396178406,5,1,2,4,No
8.688693661672746,0,2,0,12,No
5.595786849228982,4,2,2,0,Yes
5.3600120710566355,2,2,3,10,No
9.239107874663546,5,2,4,3,Yes
7.7710418472173135,3,0,2,6,No
7.114938688790254,3,1,3,12,No
9.656937770198002,5,0,0,13,No
7.930923635037722,0,0,1,2,Yes
9.85005248967958,2,1,1,3,Yes
7.438517031063128,0,1,2,5,No
8.509415322808334,3,1,3,0,Yes
5.00259030059625,4,1,2,1,Yes
8.384365180918405,1,1,2,2,Yes
8.27704719687835,1,1,3,6,No
8.935320808827875,1,0,0,3,No
7.294973262437905,4,1,1,12,No
7.802947909360366,4,1,0,2,Yes
6.288207242736595,0,0,0,4,No
6.987380854019005,5,1,1,3,Yes
6.881172601607746,0,2,3,7,No
6.1749983320002855,5,1,2,5,No
6.36856308427137,1,1,4,2,Yes
7.586664037222655,3,2,1,0,Yes
7.2976379214251,4,0,2,6,No
7.481083265527559,0,0,2,4,No
6.943346897096072,4,1,3,6,No
8.549150503735843,5,2,3,1,Yes
9.90553740018036,5,1,4,5,Yes
6.500754685411292,4,0,0,9,No
6.456219132206568,2,1,2,9,No
7.355914394511114,0,0,3,11,No
8.4544573585569,5,0,3,13,No
7.383133435264317,2,2,4,1,Yes
6.272381625814657,3,2,0,3,Yes
7.830688495784178,3,1,3,6,No
5.047014483515577,2,2,2,12,No
9.828244141669124,1,2,3,9,No
5.293111684224788,4,0,3,0,Yes
8.723664347687553,5,1,1,12,No
7.824281245180781,0,0,3,10,No
6.616226150426464,0,1,0,9,No
6.702822719196774,2,1,0,8,No
9.0081766185974,1,2,1,7,No
5.053990324299708,2,2,3,0,Yes
7.579374040958405,1,0,4,6,No
7.7909622603435995,3,2,1,1,Yes
7.610705852925497,3,2,0,11,No
6.666181455277567,4,2,0,2,Yes
9.184535754355124,0,2,3,11,No
9.329559637192645,3,0,4,2,Yes
9.694298948302944,0,2,2,13,No
7.109373240035092,4,0,1,3,Yes
8.76482577289697,3,1,4,0,Yes
6.8375270983228855,4,1,1,1,Yes
6.873999266737361,3,0,2,8,No
5.615262771847508,1,1,1,4,No
6.460703561226488,1,2,3,9,No
5.057874605984095,0,1,3,7,No
5.259120806393107,3,0,1,10,No
9.238944661701922,0,1,2,11,No
5.319325603992152,4,0,2,13,No
8.186299139486243,4,1,3,11,No
5.92285535239906,5,0,0,3,No
9.914500776139775,2,2,3,6,No
8.870296446717479,1,1,1,0,Yes
8.055431518160374,4,2,0,1,Yes
9.544983235787882,5,2,3,1,Yes
7.572495490933457,4,2,4,7,No
6.195376907597289,0,0,1,13,No
8.601447568270252,5,2,2,5,Yes
9.831726409588493,4,2,4,9,No
8.85434331899038,3,1,3,3,Yes
9.97736294374817,2,2,0,9,No
5.7747507770650515,4,0,1,7,No
9.740899816149199,3,2,1,4,Yes
8.029897194675254,2,2,3,7,No
9.084389521355195,1,0,1,4,No
9.67227257791418,0,1,4,3,Yes
6.072262185120522,4,1,3,13,No
8.621899494486328,4,1,1,11,No
9.385803967645934,2,0,2,12,No
7.107751689687868,2,2,4,9,No
9.396133963258634,0,2,0,7,No
9.83814234643237,3,0,4,5,Yes
8.945689880741796,2,1,3,0,Yes
7.384464662071464,2,2,4,12,No
5.441376182520701,1,2,2,0,Yes
8.307610631264362,2,1,4,1,Yes
6.553123011783367,0,1,1,5,No
8.715421228695558,1,2,3,2,Yes
9.12168715602634,5,0,3,2,Yes
5.994292233259108,3,1,3,8,No
5.7288083243150165,3,1,1,4,No
5.427968901292479,2,1,4,4,Yes
8.416076220753656,2,1,4,13,No
8.28872930326857,0,1,1,10,No
7.616548364475557,5,0,2,5,No
9.926974436523047,0,1,4,8,No
8.659186720235631,2,0,4,10,No
5.069969560720831,3,1,2,10,No
6.596477503545106,3,0,2,0,Yes
8.543622442727676,3,0,3,10,No
9.655635080002916,3,2,2,2,Yes
7.867849085523096,1,1,3,4,No
7.547559387490532,4,0,1,5,No
8.377657478383691,2,2,2,3,Yes
9.78124572942772,5,1,1,7,No
9.127636571508916,2,0,2,7,No
8.673658216267537,0,1,3,12,No
6.988650062816206,2,1,4,8,No
7.99036928787484,0,1,3,0,Yes
7.301518280485597,0,1,2,0,Yes
5.4013458572661115,2,2,2,4,No
6.335674452739744,0,0,3,6,No
9.044843888494611,5,2,3,3,Yes
8.701987982316954,1,0,4,11,No
6.789176796098075,3,1,3,3,No
6.873755704358087,5,0,1,2,Yes
6.873306240489862,1,0,0,10,No
6.914468127676442,0,2,2,6,No
5.888557362163043,5,1,2,7,No
9.354942188029096,4,1,1,1,Yes
6.902987085385433,1,1,0,8,No
9.318399535652969,2,2,4,12,No
5.49510609508444,2,0,2,7,No
5.918939779747433,4,2,4,1,Yes
9.921285729973881,3,2,0,2,Yes
9.796369835530609,3,0,0,13,No
6.429358130456476,5,0,3,12,No
9.20707667429642,0,0,0,13,No
6.574882140401412,5,2,4,9,No
9.690130138801507,0,0,2,0,Yes
9.559268327374937,3,0,3,5,Yes
6.56406546628779,2,0,2,4,No
5.0059992997310445,1,2,1,9,No
8.79165139941727,2,0,2,10,No
